,Character_1,Character_2,Win_Probability
162816,264,2611,-1
162817,11939,889,1
162818,10222,9469,-1
162819,11028,3039,-1
162820,2392,1241,-1
162821,7453,1233,-1
162822,7861,1884,-1
162823,2520,6374,-1
162824,2934,11729,1
162825,9995,11729,-1
162826,9152,11729,1
162827,11371,3010,1
162828,5675,1439,1
162829,5022,11748,1
162830,8344,902,1
162831,10371,10666,-1
162832,5989,4807,1
162833,1846,3936,1
162834,8571,350,1
162835,321,697,-1
162836,10689,1322,1
162837,10295,12021,1
162838,138,10508,1
162839,6556,8573,-1
162840,5853,4852,-1
162841,4805,7028,-1
162842,8348,7042,-1
162843,8348,1645,-1
162844,5527,10906,0
162845,8179,7884,-1
162846,570,5697,-1
162847,9629,7434,-1
162848,3659,1216,1
162849,5909,7237,-1
162850,5527,5470,-1
162851,1553,7237,1
162852,10803,8151,1
162853,8151,3753,-1
162854,3050,9185,-1
162855,10122,4662,1
162856,10689,9362,1
162857,882,6318,0
162858,1633,6343,0
162859,10892,200,-1
162860,2617,11422,1
162861,1276,882,1
162862,1276,8966,1
162863,11422,909,-1
162864,1276,114,1
162865,8536,10122,-1
162866,1276,11809,1
162867,2944,4487,1
162868,9138,10447,0
162869,6667,3740,1
162870,1326,927,-1
162871,11097,8290,-1
162872,4314,10535,1
162873,9741,2512,0
162874,9741,8290,0
162875,109,5915,0
162876,5974,3226,-1
162877,11307,5974,-1
162878,9283,2097,-1
162879,10444,10535,-1
162880,3885,5695,0
162881,4184,1253,-1
162882,1949,1845,-1
162883,1499,1253,0
162884,10535,10590,1
162885,2778,6010,-1
162886,10058,6161,1
162887,319,3982,-1
162888,1135,2318,1
162889,7153,9211,0
162890,10447,1024,0
162891,9138,7356,0
162892,2944,4487,1
162893,5802,9185,-1
162894,11612,6666,-1
162895,1703,8479,-1
162896,8966,10326,1
162897,4586,10002,-1
162898,9609,7876,-1
162899,5637,7876,-1
162900,10122,4662,-1
162901,10689,9362,1
162902,185,11981,1
162903,6002,7633,1
162904,8536,3648,-1
162905,2938,7876,-1
162906,4100,10689,-1
162907,902,2232,-1
162908,8781,9278,1
162909,11841,2232,-1
162910,8781,2190,0
162911,5861,6858,1
162912,10093,5470,-1
162913,2765,3952,1
162914,6888,3952,1
162915,7794,8040,-1
162916,9609,10689,-1
162917,321,516,-1
162918,1397,2649,-1
162919,8536,6343,-1
162920,4928,1213,0
162921,1276,2168,-1
162922,1280,3039,0
162923,6858,6002,1
162924,4024,3469,-1
162925,3807,8151,1
162926,4569,6888,-1
162927,3210,8348,-1
162928,3181,11888,1
162929,4805,11888,1
162930,8151,11888,-1
162931,10252,3610,-1
162932,1478,4793,1
162933,9445,11820,0
162934,3210,10906,1
162935,3210,8151,1
162936,7600,8151,1
162937,8675,1670,-1
162938,1553,2203,1
162939,9195,4805,-1
162940,7569,104,-1
162941,11385,8348,1
162942,6858,8348,1
162943,428,8348,-1
162944,2765,8348,-1
162945,3440,8348,-1
162946,3440,8348,-1
162947,5470,1645,-1
162948,3210,3588,1
162949,114,5268,-1
162950,9152,3610,1
162951,413,3181,1
162952,11820,11888,-1
162953,4793,11888,-1
162954,1478,4875,-1
162955,9195,3181,-1
162956,4734,3610,-1
162957,6738,4875,1
162958,7913,3181,-1
162959,7980,2190,1
162960,3093,1645,-1
162961,3031,11294,-1
162962,10774,7887,-1
162963,1553,5470,1
162964,1553,6858,-1
162965,3440,8348,-1
162966,2303,6512,1
162967,6888,6512,-1
162968,1553,1229,0
162969,2545,6911,-1
162970,2765,6911,1
162971,5470,7643,0
162972,10952,7643,1
162973,2748,5905,0
162974,7980,3753,1
162975,11838,6947,-1
162976,24,2748,-1
162977,11841,3753,0
162978,10219,2748,-1
162979,10774,5329,1
162980,80,5470,0
162981,619,3952,1
162982,1276,3952,-1
162983,10774,3952,1
162984,7598,3952,-1
162985,10535,11841,0
162986,8239,5329,1
162987,11612,5329,-1
162988,4597,5329,1
162989,11170,5329,-1
162990,7159,104,-1
162991,6858,7159,1
162992,11686,4002,-1
162993,6858,6810,1
162994,3210,80,0
162995,9206,8348,-1
162996,114,5470,1
162997,2996,5955,1
162998,10846,10199,-1
162999,10242,8628,-1
163000,9161,370,1
163001,516,1553,1
163002,1553,2168,1
163003,5604,8534,1
163004,882,11654,-1
163005,4487,8061,-1
163006,11809,10242,1
163007,1810,10774,1
163008,1810,4487,1
163009,8496,9609,1
163010,5992,5917,1
163011,6715,3659,1
163012,4645,4602,-1
163013,4619,1288,1
163014,9670,10590,1
163015,8944,10570,-1
163016,11981,2649,-1
163017,3209,8989,1
163018,9161,6282,1
163019,11865,2742,-1
163020,1007,7137,-1
163021,3039,2966,1
163022,8496,1864,-1
163023,8061,11981,0
163024,3197,869,1
163025,3440,5917,1
163026,5917,1633,1
163027,10122,2944,1
163028,5802,81,1
163029,1276,11422,-1
163030,10774,10002,-1
163031,11682,2891,1
163032,10242,6318,-1
163033,882,7651,-1
163034,10242,1283,1
163035,8184,4662,-1
163036,10122,2168,-1
163037,8496,2168,1
163038,11865,2168,-1
163039,6797,1864,1
163040,5604,8061,1
163041,10535,516,-1
163042,11129,1276,1
163043,4543,9220,1
163044,11865,10122,1
163045,10774,5405,1
163046,4270,8061,-1
163047,8011,5974,1
163048,7381,8061,-1
163049,2077,8061,1
163050,1276,8061,-1
163051,2617,8061,1
163052,5992,1225,-1
163053,4487,1439,-1
163054,3209,4487,1
163055,4928,1213,-1
163056,2168,3469,-1
163057,11865,4252,-1
163058,2168,1378,0
163059,7411,1158,0
163060,1158,1158,1
163061,1276,943,0
163062,4274,10626,0
163063,10846,4024,1
163064,11604,10926,0
163065,8225,8628,-1
163066,1158,7944,1
163067,7990,10926,0
163068,10296,1265,1
163069,2168,11484,0
163070,2168,1007,1
163071,2168,11260,1
163072,11865,11604,-1
163073,2168,4024,1
163074,9220,8643,1
163075,11965,7996,1
163076,9214,10069,0
163077,4024,3785,0
163078,11865,3785,-1
163079,1007,7031,1
163080,4619,8344,1
163081,4660,6552,1
163082,10846,2996,-1
163083,1616,5150,-1
163084,11865,4928,-1
163085,7093,11903,1
163086,943,11061,-1
163087,5848,10014,1
163088,10122,5160,1
163089,3614,4270,1
163090,81,8056,1
163091,11128,7990,1
163092,664,8056,1
163093,3262,10394,0
163094,516,7942,1
163095,779,8643,-1
163096,11505,8643,-1
163097,81,3769,1
163098,8536,10122,0
163099,4543,7794,1
163100,7942,1999,0
163101,5022,8056,1
163102,2151,4188,0
163103,2151,8989,-1
163104,1439,8989,1
163105,6145,2649,-1
163106,4619,8989,-1
163107,4002,4852,1
163108,2321,4852,0
163109,9760,7633,1
163110,3613,2015,0
163111,8203,265,1
163112,6331,1283,0
163113,1276,8647,1
163114,7876,4662,-1
163115,1276,7435,1
163116,3748,11299,-1
163117,8184,7876,0
163118,5512,10122,1
163119,1276,10689,1
163120,1280,4012,1
163121,11413,1397,1
163122,11654,8628,-1
163123,7876,8825,0
163124,8579,6971,-1
163125,1633,6343,-1
163126,6858,5955,-1
163127,1276,2700,1
163128,8536,10689,-1
163129,8061,2624,-1
163130,1633,6343,-1
163131,9609,10689,0
163132,6002,10689,-1
163133,12055,4602,-1
163134,1007,12055,-1
163135,7522,6214,1
163136,1522,2591,1
163137,466,3532,1
163138,1846,12021,1
163139,11227,8058,1
163140,5069,2826,-1
163141,4602,3451,1
163142,1280,1032,-1
163143,869,1861,-1
163144,4619,3752,0
163145,11301,1233,-1
163146,11911,6778,1
163147,1992,4852,-1
163148,2166,10826,1
163149,2211,11467,1
163150,4314,5581,1
163151,647,4630,1
163152,8064,8125,-1
163153,9828,10348,-1
163154,3264,3224,1
163155,4004,10332,-1
163156,7884,11729,1
163157,701,11729,-1
163158,11821,8763,1
163159,2400,9002,-1
163160,5726,10751,1
163161,4883,7239,-1
163162,3680,11055,1
163163,4902,9016,-1
163164,9002,8226,1
163165,7681,2035,1
163166,5725,6775,1
163167,4209,5725,-1
163168,9053,5725,1
163169,7850,12000,0
163170,5069,6824,1
163171,10754,727,1
163172,2891,8052,1
163173,707,2891,-1
163174,8863,2891,0
163175,6343,2891,-1
163176,6343,11676,1
163177,8134,10002,-1
163178,11227,10348,1
163179,1276,1397,1
163180,287,10300,1
163181,3659,10208,1
163182,9454,11456,-1
163183,1471,7006,1
163184,10689,6971,1
163185,11654,6318,1
163186,4821,5315,-1
163187,9732,5935,-1
163188,2256,6915,-1
163189,2198,2475,1
163190,3730,4912,1
163191,6858,3952,1
163192,5329,2232,-1
163193,2748,5329,-1
163194,10968,5090,-1
163195,6431,7956,1
163196,112,1495,1
163197,4041,10392,1
163198,2198,2098,-1
163199,3801,6265,1
163200,1603,10562,-1
163201,11149,6926,-1
163202,575,11422,1
163203,9524,73,-1
163204,7117,10444,0
163205,6618,8900,-1
163206,11911,2387,1
163207,5766,3872,-1
163208,5766,3451,1
163209,5766,10392,-1
163210,10242,7533,1
163211,2303,365,1
163212,6005,5169,-1
163213,10392,112,-1
163214,2846,11385,1
163215,2603,8900,-1
163216,6347,477,-1
163217,2846,2369,1
163218,8900,11670,1
163219,112,112,1
163220,3659,9469,1
163221,8900,6734,1
163222,2846,11897,1
163223,186,186,-1
163224,8762,2098,-1
163225,11797,10122,1
163226,8900,3705,1
163227,8762,2039,0
163228,5579,2386,-1
163229,4041,2386,0
163230,6827,3864,1
163231,2846,3872,1
163232,2846,3451,1
163233,2846,5766,1
163234,2846,2387,-1
163235,2387,3872,1
163236,5766,2387,-1
163237,2387,3451,1
163238,10392,2387,1
163239,3872,3451,1
163240,2846,10392,-1
163241,10253,6369,-1
163242,6369,10562,-1
163243,6827,10392,-1
163244,8089,2319,1
163245,2846,6632,1
163246,1031,11900,-1
163247,11629,11900,-1
163248,8222,11900,-1
163249,11809,1280,1
163250,8900,8328,1
163251,112,6434,1
163252,10774,7808,-1
163253,8900,3298,0
163254,11670,11670,1
163255,5484,6331,-1
163256,10257,10392,-1
163257,9206,5581,-1
163258,10392,6434,1
163259,10392,5513,1
163260,6347,3872,-1
163261,2846,950,1
163262,8900,950,1
163263,1387,5579,1
163264,10392,5579,1
163265,10242,3658,-1
163266,5545,3658,-1
163267,10242,3658,1
163268,9384,3658,1
163269,8243,2846,0
163270,1741,4602,-1
163271,6441,3449,1
163272,6441,3449,-1
163273,6441,6441,-1
163274,2872,6189,1
163275,112,2386,1
163276,8019,2386,-1
163277,5513,2387,-1
163278,3050,6976,1
163279,10774,10993,-1
163280,8900,9813,1
163281,2710,9813,-1
163282,8328,2710,0
163283,4319,2710,-1
163284,10771,2710,0
163285,2407,2710,0
163286,4894,2710,1
163287,1711,1280,1
163288,10788,9223,-1
163289,2846,3298,0
163290,280,232,-1
163291,2846,232,-1
163292,6541,8099,1
163293,10774,4360,1
163294,6431,4715,1
163295,8430,7956,1
163296,11124,7956,1
163297,5935,7956,1
163298,3987,7956,1
163299,5935,4715,1
163300,11124,4715,1
163301,3987,4715,1
163302,3987,9882,1
163303,6487,3315,-1
163304,6487,8046,1
163305,8430,9882,1
163306,5935,9882,1
163307,3648,5156,1
163308,6431,8046,1
163309,8430,3808,1
163310,3648,540,1
163311,114,10269,0
163312,10242,431,1
163313,2922,276,1
163314,10571,11286,1
163315,11342,882,-1
163316,1351,11422,-1
163317,5665,359,-1
163318,10952,264,-1
163319,2198,6858,-1
163320,5253,1276,-1
163321,8536,6820,-1
163322,8900,3872,1
163323,2532,6531,-1
163324,9220,8829,-1
163325,1943,4376,1
163326,6541,130,1
163327,981,112,-1
163328,413,9040,-1
163329,8500,6301,1
163330,8985,806,1
163331,4401,6705,-1
163332,4643,8519,-1
163333,7374,10482,-1
163334,2617,10392,-1
163335,5802,2386,0
163336,7786,9995,-1
163337,5579,5513,1
163338,10774,8317,-1
163339,10242,2387,1
163340,1387,8912,1
163341,1387,6005,1
163342,4693,11911,1
163343,3642,2098,-1
163344,3807,2098,-1
163345,10242,1280,-1
163346,10242,10242,-1
163347,8125,9220,1
163348,10242,112,-1
163349,3053,1161,1
163350,280,3298,-1
163351,5766,5513,-1
163352,5513,3451,1
163353,11900,2098,1
163354,9971,2098,-1
163355,10242,7928,-1
163356,11596,575,-1
163357,5579,4602,-1
163358,1741,8900,-1
163359,1238,1387,-1
163360,4376,10392,-1
163361,1280,4602,-1
163362,1387,10122,1
163363,3039,1280,1
163364,6331,7363,1
163365,4693,10392,-1
163366,6858,10952,0
163367,7905,7928,1
163368,5513,3872,1
163369,10392,3872,1
163370,3659,9995,1
163371,11596,2098,-1
163372,1683,2098,1
163373,11422,11422,-1
163374,4041,359,-1
163375,2429,112,-1
163376,9220,2039,-1
163377,9220,8222,-1
163378,10774,10242,-1
163379,1387,10122,1
163380,10788,343,1
163381,343,343,-1
163382,5390,3712,-1
163383,11911,10392,-1
163384,749,3203,-1
163385,749,8762,-1
163386,11596,10562,-1
163387,6347,2846,-1
163388,280,8900,-1
163389,344,2386,-1
163390,5675,3801,1
163391,2532,10392,-1
163392,5581,4274,-1
163393,2261,2386,-1
163394,1387,2386,1
163395,2198,381,-1
163396,4693,73,1
163397,2617,2386,-1
163398,4274,8125,-1
163399,8943,9226,1
163400,7669,2846,-1
163401,6632,1480,1
163402,8536,2846,0
163403,9995,9995,1
163404,4487,1276,1
163405,11422,7928,1
163406,5221,2098,1
163407,4487,4487,-1
163408,1711,2098,-1
163409,4602,10392,-1
163410,6331,3642,0
163411,10242,1905,1
163412,9220,1280,1
163413,6517,771,-1
163414,7374,73,1
163415,5529,11900,1
163416,10392,6441,0
163417,6541,10222,1
163418,8900,2387,-1
163419,4713,2386,-1
163420,8243,3298,-1
163421,10392,2386,-1
163422,6541,6541,-1
163423,10242,6541,1
163424,10392,10242,0
163425,280,2846,1
163426,8900,2710,1
163427,10764,11422,-1
163428,2387,2387,-1
163429,7374,2386,-1
163430,264,2386,1
163431,4376,959,-1
163432,8900,232,-1
163433,232,232,0
163434,8900,11897,1
163435,7104,185,-1
163436,9098,950,1
163437,1943,8900,0
163438,5579,6632,1
163439,2846,9098,1
163440,6347,8900,-1
163441,4487,8900,-1
163442,8243,4713,-1
163443,280,2545,-1
163444,8661,11911,1
163445,10788,8900,-1
163446,3039,7928,-1
163447,10774,6541,1
163448,3053,2386,1
163449,4602,10242,1
163450,8900,3451,1
163451,7736,2386,1
163452,1810,2386,1
163453,6541,3864,1
163454,9206,8456,1
163455,8243,11911,-1
163456,2532,2846,1
163457,4713,2846,1
163458,7669,11897,1
163459,7570,114,0
163460,8900,10222,1
163461,1280,10392,-1
163462,8900,5766,1
163463,1280,6438,1
163464,9098,8900,-1
163465,5579,8900,-1
163466,5579,5414,1
163467,4002,8348,-1
163468,1553,4875,1
163469,2765,5470,1
163470,11170,3610,1
163471,8040,11888,1
163472,8355,4909,0
163473,2316,4072,-1
163474,1703,3493,1
163475,433,8536,-1
163476,1683,11821,1
163477,6439,2700,-1
163478,10998,2700,-1
163479,4693,3261,1
163480,5623,1585,1
163481,10276,6369,1
163482,8392,6439,1
163483,11965,3857,-1
163484,10952,882,1
163485,6858,10802,1
163486,4850,9419,-1
163487,3493,8536,1
163488,6145,4072,-1
163489,2064,882,-1
163490,7736,6176,1
163491,1365,3790,1
163492,885,8878,-1
163493,4514,3886,-1
163494,10952,806,-1
163495,10242,9040,-1
163496,7928,2548,1
163497,1553,11888,-1
163498,8151,4875,1
163499,1763,4875,-1
163500,11422,5470,1
163501,8348,6888,1
163502,5470,7887,-1
163503,2765,8348,1
163504,1553,8151,0
163505,6858,4707,1
163506,2544,5329,-1
163507,2363,3335,1
163508,5802,428,0
163509,11809,4638,1
163510,10952,6888,-1
163511,3807,4875,-1
163512,11686,4487,-1
163513,3031,11294,-1
163514,3952,2232,-1
163515,5992,4002,-1
163516,7643,10906,1
163517,11654,5470,1
163518,7042,5470,1
163519,80,428,1
163520,8348,5268,-1
163521,11422,8151,0
163522,1618,3181,-1
163523,2429,5470,1
163524,344,5470,0
163525,3039,8643,-1
163526,2168,9161,-1
163527,10774,2168,1
163528,10242,114,-1
163529,5917,10472,1
163530,10122,10832,1
163531,1276,10242,-1
163532,4487,1243,-1
163533,2617,8496,1
163534,8496,11981,-1
163535,8496,11171,1
163536,10832,10832,1
163537,1276,10832,1
163538,4140,2225,-1
163539,8496,11809,-1
163540,4810,3952,-1
163541,5408,11452,1
163542,6154,974,1
163543,6439,11897,0
163544,11897,3173,0
163545,1503,3173,0
163546,1503,1850,0
163547,1503,3578,1
163548,1503,7239,-1
163549,2771,10771,1
163550,6064,9642,-1
163551,6632,9642,0
163552,9042,2942,1
163553,2771,6154,1
163554,2771,4041,1
163555,9042,1949,1
163556,12038,11085,-1
163557,12038,10352,1
163558,11092,1199,-1
163559,12038,1199,-1
163560,1218,112,-1
163561,11655,1218,-1
163562,1218,6639,1
163563,11420,1218,-1
163564,1218,5236,1
163565,10579,3402,1
163566,2429,4713,1
163567,10764,6919,-1
163568,11420,6919,-1
163569,10764,6919,1
163570,11420,10764,-1
163571,6196,8754,0
163572,12038,4713,-1
163573,2771,4738,1
163574,11420,869,-1
163575,10381,3402,1
163576,1868,3402,1
163577,5338,6271,-1
163578,2657,2407,1
163579,11459,9401,-1
163580,12038,11803,-1
163581,10788,11803,1
163582,8595,11803,1
163583,5675,11803,1
163584,11409,11409,1
163585,3402,10672,-1
163586,3402,489,-1
163587,3402,7104,-1
163588,2266,3402,1
163589,5338,11632,-1
163590,4070,5338,1
163591,10366,4894,1
163592,5338,4061,-1
163593,11304,2407,1
163594,5338,2407,-1
163595,5747,3402,-1
163596,5747,2407,-1
163597,4453,4713,1
163598,5623,8316,0
163599,5626,1503,1
163600,5073,9600,-1
163601,1503,9600,-1
163602,3402,9600,-1
163603,5747,6639,-1
163604,5747,458,-1
163605,5747,4943,-1
163606,11857,5236,1
163607,9588,5338,1
163608,3402,5626,0
163609,2657,1650,-1
163610,11659,3402,1
163611,8327,2541,1
163612,5747,11632,-1
163613,8327,3402,1
163614,2368,3402,1
163615,2771,4729,1
163616,1850,3173,0
163617,1868,5214,1
163618,2771,8691,1
163619,10672,1218,1
163620,9288,3173,1
163621,3173,9517,-1
163622,3173,2532,-1
163623,3173,5236,1
163624,2335,5961,-1
163625,2335,2335,-1
163626,3494,6639,-1
163627,1650,3402,1
163628,11304,3402,-1
163629,10672,3402,1
163630,12038,3402,-1
163631,3402,6827,-1
163632,10771,4061,0
163633,2407,4061,-1
163634,2407,4061,-1
163635,2407,2407,1
163636,5236,4061,-1
163637,9916,4061,1
163638,3402,3402,1
163639,11304,11023,-1
163640,11304,8614,1
163641,4453,4713,1
163642,4070,1674,1
163643,4100,11409,1
163644,11518,8328,0
163645,11409,8328,-1
163646,8328,8328,1
163647,8348,3588,-1
163648,10672,4015,1
163649,1794,10672,-1
163650,10672,2191,1
163651,9042,3173,1
163652,10672,3173,1
163653,1868,7677,1
163654,6827,3402,1
163655,2617,4487,-1
163656,6639,933,-1
163657,2846,2846,1
163658,5365,6639,0
163659,10764,6639,1
163660,4713,8595,1
163661,1199,1724,1
163662,1868,4579,1
163663,1868,6399,1
163664,1276,950,-1
163665,1276,7239,-1
163666,9916,8943,1
163667,2335,2335,1
163668,6634,5108,1
163669,7677,10672,-1
163670,5052,3987,0
163671,2771,7388,1
163672,2771,4094,1
163673,12038,1417,-1
163674,11420,5629,-1
163675,10672,5629,1
163676,8392,8344,-1
163677,6733,1850,-1
163678,1503,9190,-1
163679,103,3402,1
163680,4713,12038,1
163681,11420,5974,-1
163682,10469,1218,1
163683,695,53,-1
163684,53,8549,1
163685,2657,4061,-1
163686,9916,11632,1
163687,1218,2422,-1
163688,1218,1387,-1
163689,9916,11103,1
163690,11632,3402,1
163691,9411,5957,1
163692,11304,3224,1
163693,3224,5957,-1
163694,11304,9411,-1
163695,4713,2111,0
163696,8344,12022,1
163697,12022,6618,-1
163698,6634,1877,1
163699,1877,10768,-1
163700,3402,1650,-1
163701,8123,5434,-1
163702,11304,11301,1
163703,7104,3402,1
163704,3762,4713,1
163705,12038,7371,-1
163706,5957,5236,1
163707,1703,5957,1
163708,9916,8316,1
163709,8966,9517,1
163710,3402,7150,-1
163711,3402,2286,-1
163712,3402,3402,1
163713,3402,3224,1
163714,4453,4713,0
163715,3402,11023,-1
163716,3173,3402,0
163717,3402,8614,0
163718,3402,9190,-1
163719,2657,7612,-1
163720,7612,3402,1
163721,10222,8316,-1
163722,8614,8316,-1
163723,1436,4894,1
163724,2665,3173,1
163725,3930,9517,-1
163726,5575,4894,1
163727,11420,6603,-1
163728,1868,5974,0
163729,5623,5623,1
163730,5675,186,-1
163731,3402,3339,-1
163732,4713,4713,-1
163733,4453,4713,1
163734,2771,2771,1
163735,11761,2771,1
163736,129,5423,-1
163737,8819,5423,0
163738,3494,6639,0
163739,9616,6639,0
163740,5149,6639,0
163741,2657,3402,-1
163742,9916,3402,1
163743,3402,5236,1
163744,5747,4061,-1
163745,1417,8185,1
163746,1503,9190,-1
163747,3402,12038,1
163748,2657,6524,-1
163749,2657,5572,-1
163750,5637,3402,1
163751,8934,3402,1
163752,10771,5957,-1
163753,10771,2407,1
163754,3402,2111,-1
163755,11821,6888,1
163756,1276,7493,1
163757,7519,7493,-1
163758,7493,433,1
163759,10952,11168,1
163760,10242,11168,1
163761,10774,11168,1
163762,2321,4072,1
163763,7374,25,-1
163764,11288,25,-1
163765,5675,25,1
163766,8019,2107,-1
163767,9476,11457,1
163768,11422,11457,-1
163769,11398,4008,0
163770,2104,10086,1
163771,7669,4602,-1
163772,5383,8125,-1
163773,5675,5675,1
163774,6810,869,-1
163775,11422,567,-1
163776,567,3566,-1
163777,319,665,1
163778,2198,3034,1
163779,4572,616,1
163780,7280,4589,-1
163781,540,4589,-1
163782,3209,184,1
163783,8500,10086,0
163784,10764,11457,-1
163785,80,11385,1
163786,10562,2173,1
163787,10242,2173,1
163788,11422,2173,1
163789,3039,4417,-1
163790,10242,869,-1
163791,3039,869,-1
163792,8703,5529,1
163793,869,869,-1
163794,12022,7238,1
163795,5152,7238,1
163796,1008,11406,-1
163797,1837,11406,-1
163798,7175,11406,-1
163799,4514,5208,-1
163800,5675,8958,1
163801,3053,8958,1
163802,959,4124,1
163803,114,4124,0
163804,2075,4124,-1
163805,5208,1030,1
163806,4594,1030,1
163807,10764,1468,1
163808,4185,7318,1
163809,11422,7475,1
163810,10242,7475,1
163811,11422,11058,-1
163812,10469,7475,1
163813,11058,7475,1
163814,7953,8896,1
163815,10252,8896,1
163816,3039,3034,-1
163817,10764,3034,1
163818,11422,3034,1
163819,8906,616,0
163820,616,12001,1
163821,3039,2206,-1
163822,3566,2206,-1
163823,7175,11499,1
163824,8536,4589,-1
163825,2617,4589,-1
163826,10242,4589,1
163827,9552,3782,-1
163828,635,11900,1
163829,11965,2740,1
163830,4185,4387,1
163831,3648,184,1
163832,6779,10086,-1
163833,2939,10086,-1
163834,6394,4577,1
163835,5097,10086,1
163836,6040,5120,-1
163837,4100,7519,1
163838,7519,11574,-1
163839,2906,1635,-1
163840,8117,7994,-1
163841,4185,7888,1
163842,6394,1053,-1
163843,10594,5259,1
163844,3209,9676,-1
163845,8946,9676,-1
163846,5633,9676,-1
163847,1276,9676,-1
163848,4487,9676,1
163849,869,10943,1
163850,10242,4417,1
163851,4274,4417,0
163852,4185,11406,-1
163853,11406,4594,1
163854,2303,11406,-1
163855,8608,11406,1
163856,4721,11406,-1
163857,6753,8490,1
163858,1912,11499,1
163859,9206,6888,1
163860,8608,11499,1
163861,635,11499,1
163862,4373,11499,1
163863,413,11499,1
163864,9794,11499,1
163865,4514,11499,1
163866,9013,11499,1
163867,4644,2104,-1
163868,10774,2104,-1
163869,10242,2104,-1
163870,3039,2104,-1
163871,1945,11422,-1
163872,4066,4066,1
163873,11422,4066,1
163874,7786,2198,1
163875,4274,2198,1
163876,9220,2198,-1
163877,7522,2198,1
163878,11195,11499,1
163879,661,11499,1
163880,3659,11499,-1
163881,635,7994,1
163882,1683,11499,1
163883,10774,11499,1
163884,10774,703,0
163885,9476,703,1
163886,2617,703,-1
163887,8943,703,-1
163888,7913,11499,1
163889,4185,6626,-1
163890,959,703,1
163891,8949,703,1
163892,752,11499,0
163893,7363,11499,-1
163894,7363,6486,-1
163895,10785,2104,1
163896,9476,2198,-1
163897,2617,1622,-1
163898,4487,1622,-1
163899,226,1622,-1
163900,1703,1622,-1
163901,577,11088,1
163902,7913,11406,-1
163903,1280,6753,1
163904,869,6753,1
163905,981,6753,1
163906,5675,6753,1
163907,11422,6753,1
163908,9476,4124,1
163909,11686,10122,1
163910,11654,2429,1
163911,4373,2429,-1
163912,4185,2816,-1
163913,2499,4185,-1
163914,1782,4185,-1
163915,4185,4582,-1
163916,4185,9463,1
163917,2532,4453,1
163918,981,4453,1
163919,11422,4453,1
163920,5675,7475,1
163921,8608,11499,-1
163922,10086,11499,0
163923,11900,11499,1
163924,7994,11499,1
163925,3039,703,0
163926,10242,703,1
163927,804,2104,1
163928,10803,2104,1
163929,9180,2104,1
163930,6779,10803,-1
163931,10774,2104,-1
163932,1711,2104,1
163933,4536,4417,-1
163934,6415,4536,-1
163935,7096,8896,-1
163936,7096,10522,-1
163937,6585,11422,1
163938,11689,6495,-1
163939,1031,6495,1
163940,9367,6495,-1
163941,6347,10908,-1
163942,4487,10908,-1
163943,1633,7917,-1
163944,2686,7238,1
163945,7994,3280,0
163946,80,5470,-1
163947,11654,7237,1
163948,6626,11406,1
163949,7686,11406,-1
163950,2499,11406,-1
163951,4643,11406,1
163952,1031,11406,-1
163953,1782,11406,-1
163954,4514,11406,-1
163955,4066,4066,1
163956,73,1468,-1
163957,4582,1468,1
163958,9046,1468,1
163959,11088,1468,1
163960,5464,11406,1
163961,3751,803,1
163962,1711,803,1
163963,8490,803,-1
163964,6753,803,-1
163965,5675,8490,1
163966,10774,8490,1
163967,7953,665,1
163968,11957,665,1
163969,8536,11805,0
163970,10737,11805,1
163971,405,5414,1
163972,405,10242,-1
163973,4354,11422,-1
163974,804,1237,1
163975,114,1237,-1
163976,3525,5384,1
163977,10998,1237,-1
163978,10242,1237,1
163979,10737,3525,1
163980,3039,4589,-1
163981,11900,10930,1
163982,4373,9870,1
163983,8061,9870,-1
163984,9100,8081,1
163985,8262,8081,-1
163986,653,8081,-1
163987,2499,7994,0
163988,10774,4589,-1
163989,11422,6778,1
163990,3053,3966,1
163991,1635,3888,1
163992,11911,11422,-1
163993,9220,1635,-1
163994,1864,1635,-1
163995,11763,100,1
163996,583,10086,-1
163997,10317,10086,1
163998,8040,10086,1
163999,7159,10086,-1
164000,749,10086,-1
164001,6858,10086,-1
164002,10242,10086,-1
164003,10892,184,-1
164004,11376,9464,-1
164005,882,11168,-1
164006,8060,11168,-1
164007,1276,433,1
164008,4487,7493,1
164009,6145,7493,1
164010,1276,7493,1
164011,5579,4585,1
164012,4713,25,-1
164013,1361,25,-1
164014,4401,10774,-1
164015,1276,10920,-1
164016,4401,7808,1
164017,10252,10522,1
164018,3368,10522,-1
164019,2474,9409,-1
164020,1532,9409,-1
164021,10774,5675,1
164022,10242,5675,1
164023,11422,5675,1
164024,1703,7917,-1
164025,8537,4852,-1
164026,6810,4852,1
164027,2617,10908,1
164028,3039,4852,1
164029,10365,5625,1
164030,10571,3403,1
164031,10774,2173,1
164032,2532,869,-1
164033,4274,869,-1
164034,11654,869,1
164035,10562,869,1
164036,10764,869,-1
164037,11422,5625,1
164038,4376,869,-1
164039,11911,869,-1
164040,8949,869,-1
164041,1944,2429,1
164042,9180,1944,-1
164043,27,2429,1
164044,7363,9367,-1
164045,7363,2429,-1
164046,6556,7175,-1
164047,8673,7318,1
164048,1782,8673,-1
164049,10774,4931,1
164050,11900,6486,1
164051,10553,8673,-1
164052,4734,2429,1
164053,4066,2429,-1
164054,9367,2429,1
164055,5097,7994,-1
