,Character_1,Character_2,Win_Probability
38529,5817,3533,1
38530,3540,3533,0
38531,8392,1593,1
38532,80,3478,0
38533,6618,9760,-1
38534,5667,2601,-1
38535,8620,11916,-1
38536,8900,12054,1
38537,4100,2833,-1
38538,10460,8636,-1
38539,222,5205,-1
38540,11363,8127,-1
38541,9100,1228,0
38542,2910,5210,1
38543,433,1593,0
38544,5957,8479,1
38545,6531,1415,-1
38546,804,1561,-1
38547,3332,804,1
38548,7522,9657,1
38549,7587,6646,0
38550,3990,698,1
38551,8644,7741,-1
38552,1633,9080,-1
38553,112,8658,0
38554,112,8658,-1
38555,11454,9293,1
38556,10172,9097,-1
38557,859,3559,1
38558,2148,1457,-1
38559,9737,2974,1
38560,551,10677,1
38561,3657,9993,0
38562,3592,1363,1
38563,64,1930,1
38564,4101,5967,1
38565,8511,4101,1
38566,1845,8699,0
38567,1164,1665,-1
38568,1204,1164,1
38569,2077,10698,1
38570,6502,6109,1
38571,3122,2570,-1
38572,1877,304,1
38573,2134,7632,1
38574,6890,7103,1
38575,963,7103,1
38576,11670,1713,1
38577,7374,10774,-1
38578,5579,7899,1
38579,4735,9347,-1
38580,8125,18,-1
38581,2090,3261,-1
38582,1671,7296,-1
38583,9082,9097,1
38584,7410,9148,1
38585,9851,8734,-1
38586,4312,88,-1
38587,4619,4165,1
38588,1281,2215,-1
38589,3936,8929,-1
38590,200,9727,1
38591,2077,9808,1
38592,2601,783,1
38593,1466,6061,1
38594,8127,9727,1
38595,2720,9293,1
38596,5474,808,-1
38597,6797,1738,1
38598,4463,4780,1
38599,8126,869,-1
38600,749,2199,1
38601,5623,1221,1
38602,1810,11423,1
38603,2603,11423,-1
38604,1992,7036,1
38605,1497,1322,-1
38606,5272,941,1
38607,2733,337,-1
38608,5474,11028,1
38609,11871,10893,1
38610,4816,10893,-1
38611,11518,1450,-1
38612,7481,11976,-1
38613,2765,859,1
38614,9144,9494,-1
38615,7176,5974,-1
38616,4959,2620,1
38617,7391,3205,1
38618,7402,1160,0
38619,1008,8670,1
38620,1276,9518,1
38621,6570,3959,-1
38622,1713,6347,1
38623,10728,4289,1
38624,4274,1840,1
38625,5602,7990,0
38626,5602,12037,-1
38627,7375,3970,1
38628,2075,3970,1
38629,3544,9931,1
38630,11686,514,1
38631,5872,6448,0
38632,3069,6219,0
38633,2570,11816,1
38634,11935,6753,-1
38635,9073,11191,-1
38636,1861,11916,1
38637,10802,4482,-1
38638,2319,2975,1
38639,10764,5594,0
38640,3178,161,1
38641,3990,9638,1
38642,5513,3959,-1
38643,7165,8024,1
38644,8217,11285,0
38645,981,489,1
38646,2617,11686,1
38647,4339,186,1
38648,1711,11821,-1
38649,11422,11809,0
38650,1276,2617,1
38651,3053,5414,1
38652,6063,8061,1
38653,869,6585,0
38654,9222,653,1
38655,3197,2369,1
38656,10122,779,-1
38657,7084,237,1
38658,74,4272,-1
38659,8912,10276,-1
38660,779,8386,-1
38661,9237,11659,-1
38662,11422,10197,1
38663,6719,3987,1
38664,8496,7269,-1
38665,11147,7269,-1
38666,3808,5458,1
38667,10754,9212,-1
38668,9002,8882,1
38669,5223,7341,1
38670,3613,4850,1
38671,6858,6195,-1
38672,9002,1845,1
38673,6439,3017,-1
38674,7116,3613,-1
38675,8571,350,-1
38676,1276,4270,1
38677,1276,8686,1
38678,9925,7375,-1
38679,7269,3758,0
38680,3440,74,-1
38681,1276,7125,0
38682,3347,7989,-1
38683,4810,6311,1
38684,5271,1846,0
38685,9925,1914,1
38686,4453,10594,1
38687,2744,8511,1
38688,2744,4957,0
38689,10675,7623,1
38690,264,7623,1
38691,9384,7623,1
38692,10628,9748,0
38693,8029,2747,1
38694,10652,8809,1
38695,8966,153,-1
38696,2371,6670,-1
38697,1403,7224,1
38698,11703,6109,-1
38699,2846,3877,1
38700,3648,10077,1
38701,9995,7497,-1
38702,10222,7497,-1
38703,516,9425,1
38704,1810,7125,-1
38705,5875,7497,-1
38706,64,4109,-1
38707,10011,4309,1
38708,10279,4627,1
38709,9494,1914,1
38710,6996,4188,-1
38711,8120,415,0
38712,4738,2229,1
38713,8973,1221,1
38714,7453,8970,0
38715,4274,8832,1
38716,5393,6366,0
38717,8496,10345,1
38718,516,8832,1
38719,8243,9461,1
38720,4309,5787,1
38721,2961,6019,-1
38722,9212,10011,-1
38723,1125,11422,1
38724,10788,26,1
38725,2696,11800,0
38726,8344,2696,1
38727,6623,5227,0
38728,6556,2031,1
38729,2532,4360,1
38730,4132,11997,-1
38731,1013,5555,1
38732,2846,11761,-1
38733,2266,7724,-1
38734,5226,6603,-1
38735,8496,8064,0
38736,1593,8988,1
38737,11881,9494,-1
38738,2910,11881,1
38739,1249,5850,0
38740,10011,5850,1
38741,2366,1939,-1
38742,5132,2703,1
38743,8496,9890,1
38744,7491,9890,-1
38745,8043,1563,-1
38746,6219,4515,1
38747,1713,2229,1
38748,963,3295,1
38749,7511,11891,1
38750,4694,7995,-1
38751,10597,859,1
38752,859,4628,-1
38753,11554,11286,0
38754,864,10690,0
38755,3708,153,-1
38756,90,12054,1
38757,109,818,1
38758,11711,5899,-1
38759,7519,1593,-1
38760,11011,2211,-1
38761,11993,4693,-1
38762,7071,4106,-1
38763,7869,7797,1
38764,5049,2969,1
38765,10998,4161,-1
38766,10392,4003,0
38767,2736,4492,1
38768,4502,4492,-1
38769,11010,8700,-1
38770,2744,737,1
38771,2736,5880,1
38772,2603,7619,-1
38773,11213,2339,-1
38774,2744,10265,1
38775,5019,1930,-1
38776,926,11978,1
38777,3393,10590,-1
38778,8223,7375,0
38779,963,3993,1
38780,7375,11714,1
38781,8392,1416,1
38782,9928,7484,-1
38783,9928,7484,1
38784,10572,8245,-1
38785,4270,10122,-1
38786,3544,6531,-1
38787,11769,11385,-1
38788,5675,4325,1
38789,1276,3493,1
38790,4270,10122,1
38791,8536,3716,1
38792,4270,6246,1
38793,8344,5474,-1
38794,186,9255,1
38795,8170,11769,1
38796,10242,1889,1
38797,3412,3402,1
38798,3493,3572,1
38799,6858,10754,-1
38800,5675,6278,1
38801,7553,5065,-1
38802,8943,6431,-1
38803,1276,10122,1
38804,2198,3332,-1
38805,11422,11911,1
38806,8056,11182,1
38807,3493,3180,1
38808,1276,3180,1
38809,3648,3493,-1
38810,10832,4270,-1
38811,11769,4227,1
38812,8536,4991,1
38813,1276,3493,1
38814,1276,4270,1
38815,11422,1276,1
38816,10788,10788,1
38817,344,344,1
38818,11422,11686,1
38819,8536,186,-1
38820,8536,3544,1
38821,5844,5065,1
38822,10597,8636,1
38823,5627,12027,-1
38824,10114,5115,1
38825,6827,2771,1
38826,9222,4227,1
38827,6858,1280,1
38828,4270,2696,-1
38829,4227,4669,-1
38830,1949,818,1
38831,6653,9997,0
38832,662,9125,0
38833,11155,9009,-1
38834,10754,9009,1
38835,2532,3424,1
38836,9836,2501,0
38837,1561,2339,1
38838,5696,2939,-1
38839,11227,3970,1
38840,5986,5941,-1
38841,10237,7073,-1
38842,6797,9727,-1
38843,226,12054,-1
38844,7433,6061,-1
38845,10911,6683,1
38846,2522,4823,0
38847,10677,12054,0
38848,2007,8929,-1
38849,10011,8929,1
38850,4378,5240,-1
38851,5482,10057,1
38852,1237,4218,1
38853,869,11821,-1
38854,5974,5671,1
38855,1703,2485,1
38856,3792,7242,1
38857,3409,3973,0
38858,10122,11264,-1
38859,10122,8312,1
38860,8089,11233,-1
38861,2765,11233,1
38862,7283,2957,0
38863,1159,6481,1
38864,2229,4072,1
38865,4738,4453,1
38866,926,2087,1
38867,4743,5748,0
38868,9741,11685,1
38869,10222,7744,1
38870,8726,5712,1
38871,5617,3887,1
38872,101,6448,0
38873,5271,6603,1
38874,6603,7560,1
38875,5521,9265,-1
38876,8019,11567,1
38877,6687,6985,1
38878,2242,6327,0
38879,5512,5226,1
38880,9737,2196,1
38881,1008,11106,1
38882,5486,10348,1
38883,7341,10348,0
38884,11422,10165,1
38885,11422,11686,1
38886,372,1930,1
38887,8019,4788,1
38888,2617,5992,1
38889,6064,11861,-1
38890,103,9609,1
38891,1703,11301,-1
38892,11422,8386,1
38893,6858,7278,-1
38894,11518,942,1
38895,109,7953,-1
38896,11821,5097,1
38897,7375,1832,1
38898,1387,6531,1
38899,1276,11727,-1
38900,5047,7180,1
38901,869,9123,-1
38902,3039,1387,1
38903,8430,7533,-1
38904,6797,698,0
38905,11686,8386,1
38906,3987,505,-1
38907,7278,4679,1
38908,6585,466,1
38909,11422,4125,-1
38910,9226,505,-1
38911,11028,8799,1
38912,4287,7089,-1
38913,3761,1025,1
38914,11124,4796,1
38915,2796,466,-1
38916,2148,6795,1
38917,11570,4227,1
38918,5696,5049,-1
38919,1992,6109,1
38920,818,8094,-1
38921,5252,11994,1
38922,915,1561,1
38923,6154,1159,-1
38924,9552,10604,1
38925,2219,1361,1
38926,4057,1317,1
38927,1047,9858,1
38928,3493,4270,1
38929,11800,8989,-1
38930,7168,1381,0
38931,3077,8639,-1
38932,2198,7801,1
38933,10977,11318,1
38934,10469,2215,-1
38935,11797,8989,-1
38936,10952,5097,-1
38937,5623,9190,1
38938,2290,2927,1
38939,8223,9412,-1
38940,2657,2719,1
38941,10597,1834,1
38942,6409,4072,-1
38943,10525,3261,-1
38944,6843,5853,1
38945,3271,7395,-1
38946,7000,186,1
38947,8595,3356,1
38948,4692,1257,-1
38949,698,10665,-1
38950,10677,1713,1
38951,8852,6009,1
38952,1276,11686,1
38953,653,8725,0
38954,3383,2662,-1
38955,3431,182,0
38956,9925,8511,-1
38957,8620,706,1
38958,4314,571,-1
38959,10911,6143,1
38960,7071,11708,-1
38961,8317,5479,1
38962,3374,2368,1
38963,4943,8058,1
38964,8748,4602,-1
38965,1999,6054,-1
38966,10265,3959,1
38967,9600,11911,1
38968,2090,11911,-1
38969,7341,8750,1
38970,6915,114,1
38971,11454,5974,-1
38972,9024,1005,1
38973,10878,7697,1
38974,7375,4101,1
38975,11714,138,-1
38976,5696,11987,-1
38977,2215,2104,1
38978,6415,751,-1
38979,146,5289,1
38980,11076,6819,-1
38981,6359,11885,-1
38982,1218,10754,-1
38983,5675,11993,1
38984,11422,2337,1
38985,10279,6677,-1
38986,6719,7850,1
38987,4713,7619,0
38988,859,2114,-1
38989,1633,6004,1
38990,11028,6527,-1
38991,7234,2826,1
38992,3017,9078,1
38993,4274,915,1
38994,10232,2751,1
38995,1576,6965,-1
38996,8611,398,1
38997,6719,8125,1
38998,8344,10232,1
38999,1703,10232,1
39000,3544,3412,-1
39001,10703,2087,-1
39002,6145,7180,-1
39003,3482,6232,1
39004,6232,3482,-1
39005,5626,11316,0
39006,3920,190,-1
39007,6541,190,1
39008,9237,1784,1
39009,9407,190,-1
39010,7116,741,1
39011,1633,8132,1
39012,2603,5617,-1
39013,5617,1417,-1
39014,9147,10563,1
39015,1121,10563,1
39016,9632,10563,1
39017,5430,9517,1
39018,10740,624,-1
39019,3672,12034,-1
39020,5036,5570,1
39021,6810,4489,1
39022,10837,10634,1
39023,10460,5210,-1
39024,9076,10022,-1
39025,9642,4630,-1
39026,8019,973,1
39027,779,9592,1
39028,7269,5683,1
39029,9461,818,1
39030,7410,8599,1
39031,8537,6858,-1
39032,109,6375,1
39033,3659,7050,-1
39034,1713,5179,1
39035,9469,4003,1
39036,8355,4547,1
39037,11691,9347,-1
39038,2910,7214,1
39039,11691,10193,1
39040,1386,7433,1
39041,1386,9450,1
39042,4,8900,-1
39043,138,11757,-1
39044,7326,10155,-1
39045,9222,2983,1
39046,4066,2928,1
39047,7239,10677,1
39048,4309,3422,1
39049,7744,8930,-1
39050,5022,6996,1
39051,11761,10677,1
39052,7681,7373,1
39053,9476,359,1
39054,585,4997,1
39055,9455,4566,0
39056,4900,10350,0
39057,11935,4997,1
39058,9609,8611,0
39059,11023,9116,1
39060,4673,2266,1
39061,9345,11123,-1
39062,3451,8520,-1
39063,7375,8267,1
39064,9609,1316,1
39065,80,4852,1
39066,5532,7370,0
39067,1814,1971,-1
39068,8636,3990,-1
39069,7269,155,-1
39070,5623,9116,1
39071,9103,4609,1
39072,4575,11944,-1
39073,3017,4609,1
39074,1832,661,0
39075,8987,2031,1
39076,8378,7954,0
39077,11670,11882,-1
39078,3993,2035,-1
39079,8344,2570,-1
39080,11994,9700,1
39081,7736,11285,1
39082,9348,10523,1
39083,3672,5019,1
39084,11660,2760,-1
39085,3930,11660,1
39086,3930,1276,-1
39087,11911,3951,-1
39088,5715,2347,-1
39089,9214,2238,1
39090,9693,3138,1
39091,4982,4188,-1
39092,489,3482,1
39093,6570,2695,-1
39094,6898,3874,0
39095,11646,3874,1
39096,5757,2601,-1
39097,1479,11976,0
39098,3172,8220,1
39099,10235,9210,1
39100,11103,6431,-1
39101,10989,10152,0
39102,6157,1221,0
39103,3271,300,1
39104,4760,4156,1
39105,11422,190,1
39106,4041,11316,1
39107,7617,11285,1
39108,3936,4492,-1
39109,8064,6195,0
39110,11944,4609,1
39111,7410,8654,1
39112,6890,973,-1
39113,300,4265,-1
39114,8620,9132,1
39115,2846,6618,1
39116,3930,10000,1
39117,11670,10677,1
39118,10873,551,1
39119,5642,10562,1
39120,9002,8699,1
39121,6735,2298,-1
39122,5529,11276,1
39123,5253,10427,1
39124,9836,5456,-1
39125,10525,11464,1
39126,1280,10525,1
39127,1159,11219,-1
39128,3648,11703,1
39129,11456,5765,1
39130,9889,4449,1
39131,3739,10643,-1
39132,4488,1204,-1
39133,7522,11648,-1
39134,2114,10044,1
39135,10172,9082,-1
39136,10908,5348,-1
39137,300,2151,-1
39138,6907,10540,-1
39139,8128,1971,1
39140,6603,2641,1
39141,11552,271,1
39142,3544,109,-1
39143,2369,2584,0
39144,93,5552,1
39145,7898,2004,1
39146,7484,6858,-1
39147,9469,1125,1
39148,6858,3623,1
39149,9442,11262,1
39150,8900,2227,1
39151,8819,8516,1
39152,4868,10402,1
39153,4266,8620,-1
39154,6415,9873,1
39155,2934,1510,1
39156,7997,2939,-1
39157,11871,2857,1
39158,2765,7708,1
39159,749,8258,1
39160,2298,11665,-1
39161,10320,8620,-1
39162,9391,916,1
39163,10232,7435,-1
39164,859,7239,-1
39165,1522,8747,1
39166,343,552,-1
39167,5992,6843,1
39168,9889,1703,-1
39169,8511,1337,-1
39170,9925,1914,-1
39171,5073,6819,-1
39172,3129,6749,0
39173,9621,3046,1
39174,2129,4997,0
39175,300,11885,-1
39176,1710,8461,-1
39177,11912,9287,-1
39178,10460,10754,0
39179,9995,5053,1
39180,7712,2649,-1
39181,7084,10392,1
39182,11911,3449,1
39183,4051,5715,-1
39184,7879,5715,0
39185,635,6049,0
39186,11659,11597,1
39187,3930,7847,1
39188,3930,9415,1
39189,3930,2760,1
39190,8064,8064,1
39191,9042,12037,1
39192,7269,9198,1
39193,4759,6418,0
39194,10732,10508,0
39195,1778,9642,0
39196,9194,7989,1
39197,10597,11285,0
39198,10242,232,1
39199,4876,4342,-1
39200,3889,4109,-1
39201,9144,2158,1
39202,114,10998,1
39203,471,9063,1
39204,8904,10612,1
39205,2657,9415,0
39206,6190,11996,0
39207,10476,11996,-1
39208,8208,2323,1
39209,2744,2114,-1
39210,11944,4922,1
39211,779,11574,-1
39212,2075,4631,1
39213,3504,4826,-1
39214,7326,4997,-1
39215,8511,8386,1
39216,5028,5564,0
39217,864,5632,0
39218,2910,7759,1
39219,7571,7913,-1
39220,6394,4108,0
39221,2603,4627,1
39222,2910,2950,0
39223,9076,5040,1
39224,2532,357,-1
39225,5238,2857,-1
39226,9144,5224,-1
39227,259,10078,1
39228,10453,7847,1
39229,4619,8340,-1
39230,2921,8735,-1
39231,3019,1436,1
39232,4072,7239,-1
39233,6415,4763,1
39234,11109,1221,-1
39235,4602,7995,-1
39236,8220,9036,1
39237,11252,11660,-1
39238,8545,155,1
39239,2014,155,-1
39240,864,4072,1
39241,3463,3877,-1
39242,8545,6965,1
39243,4633,7663,-1
39244,7954,551,0
39245,5675,5675,0
39246,2624,11885,1
39247,4852,2387,0
39248,4251,1971,1
39249,5732,10664,-1
39250,8611,11004,1
39251,11000,6670,0
39252,2537,4902,1
39253,269,10193,1
39254,2400,11228,-1
39255,5390,4713,-1
39256,7104,3959,1
39257,4314,344,-1
39258,11422,7084,1
39259,1850,808,-1
39260,20,80,-1
39261,5227,7640,1
39262,11304,10222,-1
39263,1439,10078,1
39264,8725,1881,1
39265,5012,264,-1
39266,1347,10723,0
39267,6353,2983,-1
39268,3019,3295,1
39269,2916,9188,1
39270,9116,11109,-1
39271,11299,10832,1
39272,2990,280,-1
39273,114,1683,-1
39274,8243,5617,0
39275,6278,5617,-1
39276,2846,5617,-1
39277,2256,5617,-1
39278,2256,5617,-1
39279,5019,4,-1
39280,10022,1125,-1
39281,344,4628,1
39282,11670,3069,1
39283,4103,5202,1
39284,4982,4100,-1
39285,1150,6944,1
39286,9220,7651,1
39287,2922,6158,1
39288,4900,8725,1
39289,5323,8220,1
39290,7283,4274,-1
39291,321,7899,1
39292,8789,1735,-1
39293,349,740,-1
39294,694,10998,1
39295,4051,9210,-1
39296,2261,10212,1
39297,1238,10978,-1
39298,2603,359,-1
39299,2603,7239,-1
39300,1553,2031,1
39301,90,706,1
39302,2846,869,-1
39303,7836,1213,1
39304,5383,359,-1
39305,10115,10563,1
39306,11062,5683,1
39307,9313,5004,-1
39308,3572,11665,-1
39309,8747,4697,1
39310,3930,10840,1
39311,296,817,-1
39312,7967,8609,-1
39313,7898,9650,1
39314,3648,2211,-1
39315,11911,2219,1
39316,5383,4679,-1
39317,7898,5430,1
39318,5642,9928,-1
39319,1006,6032,0
39320,4426,10535,1
39321,8327,2603,-1
39322,9903,5107,-1
39323,2949,829,1
39324,10232,11109,1
39325,1576,11603,-1
39326,2532,9064,1
39327,6219,1664,1
39328,8595,6600,1
39329,9028,859,-1
39330,10022,2199,1
39331,8074,5974,-1
39332,1457,8633,-1
39333,2949,8220,1
39334,10252,4145,-1
39335,10675,4630,-1
39336,7391,5880,1
39337,4270,9347,0
39338,5393,10781,0
39339,122,10664,1
39340,5984,11660,0
39341,3053,2906,-1
39342,490,3436,-1
39343,8516,5326,1
39344,7126,10781,0
39345,6915,2114,0
39346,2545,4692,1
39347,1850,4140,1
39348,10764,6519,1
39349,4672,9784,1
39350,10167,5375,-1
39351,11028,1594,1
39352,4694,226,1
39353,4943,8750,1
39354,11761,8328,1
39355,4883,6519,1
39356,6320,1216,1
39357,3648,11686,0
39358,9237,1784,1
39359,2806,206,0
39360,1417,2846,0
39361,11842,7283,0
39362,7170,112,1
39363,4622,6944,0
39364,10764,7170,1
39365,12037,193,0
39366,6098,5579,0
39367,2532,2532,1
39368,2603,2536,1
39369,6250,6754,1
39370,9893,9450,1
39371,4013,353,0
39372,4962,1214,1
39373,3376,10988,0
39374,4274,7651,1
39375,2532,2695,1
39376,5581,9050,-1
39377,200,9626,1
39378,2104,8258,1
39379,8258,2976,1
39380,7369,11980,0
39381,4912,7369,1
39382,11675,109,1
39383,6527,12007,-1
39384,7846,9091,-1
39385,2256,10677,1
39386,6687,9469,-1
39387,10281,7494,0
39388,2198,859,1
39389,869,3990,1
39390,10677,2227,-1
39391,4066,2939,-1
39392,6081,11423,-1
39393,2532,11423,1
39394,11422,11423,1
39395,11423,1251,1
39396,11518,2857,1
39397,10489,10908,1
39398,7042,926,1
39399,8966,8181,-1
39400,8064,9046,-1
39401,7677,9698,0
39402,11288,8359,1
39403,6567,6397,1
39404,10952,8658,1
39405,7899,9050,-1
39406,8910,11665,1
39407,9042,8601,1
39408,8636,859,1
39409,2532,222,-1
39410,8061,112,-1
39411,6576,4894,0
39412,114,11877,1
39413,9609,11464,-1
39414,11123,10819,0
39415,11913,69,-1
39416,8747,10666,0
39417,6331,4218,1
39418,9963,6819,0
39419,8912,7788,-1
39420,6347,1814,1
39421,2075,7481,-1
39422,2818,8258,-1
39423,10819,3990,-1
39424,12054,7995,-1
39425,5798,5280,1
39426,864,4274,-1
39427,859,6217,-1
39428,11213,5689,1
39429,11981,3990,-1
39430,5138,3990,0
39431,6115,10819,0
39432,7413,3784,1
39433,7413,2857,1
39434,11939,10665,0
39435,5271,1846,1
39436,2590,5715,-1
39437,3332,5715,0
39438,2429,1889,1
39439,4312,7645,1
39440,2429,1840,1
39441,2429,1840,1
39442,5675,12038,1
39443,516,4784,-1
39444,1292,3990,1
39445,6797,4784,-1
39446,232,112,-1
39447,4487,11797,1
39448,8019,10119,1
39449,10986,4824,-1
39450,1436,3877,-1
39451,12037,1436,1
39452,2532,12037,1
39453,12037,11285,-1
39454,2720,114,0
39455,1387,10954,1
39456,11386,138,1
39457,7178,9584,0
39458,8904,332,1
39459,10612,332,0
39460,5226,1936,-1
39461,5226,11228,-1
39462,4463,332,0
39463,7612,9584,-1
39464,11816,9584,-1
39465,12037,11996,1
39466,3279,11996,1
39467,11450,1357,-1
39468,4279,2475,-1
39469,2532,2475,1
39470,2603,2475,1
39471,3255,4636,1
39472,9384,4591,-1
39473,1276,7378,-1
39474,7042,11423,0
39475,2103,7922,0
39476,4391,7433,1
39477,8852,6143,-1
39478,10952,10392,1
39479,4298,1665,-1
39480,7050,4645,0
39481,114,359,1
39482,8430,2720,-1
39483,8316,2719,1
39484,0,4791,0
39485,1794,109,-1
39486,2617,109,1
39487,4557,8388,-1
39488,7269,7329,1
39489,7269,6949,0
39490,11422,836,1
39491,6825,6143,1
39492,851,4692,-1
39493,1741,3861,1
39494,8919,8344,-1
39495,1832,2115,1
39496,1351,1415,0
39497,4145,2115,-1
39498,11456,963,-1
39499,3235,6986,1
39500,8595,3235,-1
39501,7846,2649,0
39502,8028,804,-1
39503,7677,10078,1
39504,11403,10078,1
39505,3197,599,1
39506,11430,9107,1
39507,5572,9107,1
39508,6224,8058,1
39509,4566,10259,1
39510,10475,12009,1
39511,3889,4429,1
39512,2096,4429,1
39513,3017,643,0
39514,4309,643,0
39515,4957,11944,1
39516,8198,7238,-1
39517,11437,6965,1
39518,7238,6965,1
39519,5474,287,0
39520,10677,7239,-1
39521,4289,109,-1
39522,10508,11944,1
39523,10603,10152,-1
39524,963,2391,1
39525,10152,2391,-1
39526,4627,11228,-1
39527,7892,10840,0
39528,158,9846,0
39529,2695,10677,0
39530,12034,2839,1
39531,902,6327,1
39532,3953,7491,1
39533,2853,2839,1
39534,3675,9460,-1
39535,6949,7329,1
39536,10960,100,1
39537,11288,5513,1
39538,3316,12034,0
39539,5138,190,-1
39540,519,5600,1
39541,1036,196,-1
39542,8344,196,1
39543,5899,196,1
39544,1287,3229,-1
39545,1672,4453,-1
39546,2696,11290,-1
39547,3328,2339,-1
39548,9212,10202,1
39549,8699,11419,1
39550,321,7481,1
39551,9009,10333,1
39552,1741,190,-1
39553,3122,1784,0
39554,3368,6480,1
39555,6541,3146,1
39556,109,8045,1
39557,5312,4392,-1
39558,2130,1059,-1
39559,10460,10235,-1
39560,10460,1868,1
39561,5888,10689,1
39562,7410,5985,1
39563,4619,10643,1
39564,11950,6944,0
39565,8376,6944,0
39566,9416,7398,1
39567,5057,3295,-1
39568,4402,9002,-1
39569,9591,4056,1
39570,5613,10340,0
39571,6098,10336,1
39572,5097,5210,1
39573,11409,6154,-1
39574,8434,4171,1
39575,11288,12015,-1
39576,1439,8084,1
39577,869,4145,-1
39578,9413,4145,-1
39579,1351,882,-1
39580,6250,3544,-1
39581,9987,975,-1
39582,32,9132,1
39583,5132,7265,1
39584,10540,2719,1
39585,490,2603,-1
39586,9002,11235,1
39587,7280,2961,1
39588,5726,7622,-1
39589,516,6448,0
39590,5253,1865,-1
39591,8805,1150,-1
39592,1150,829,1
39593,10276,2976,0
39594,11054,7494,0
39595,1764,5113,0
39596,11606,11660,-1
39597,10371,11660,1
39598,694,11660,1
39599,6712,7127,0
39600,3872,7637,-1
39601,9551,1333,1
39602,3925,8820,1
39603,4325,3011,1
39604,4602,6440,-1
39605,3312,7797,1
39606,6541,4963,0
39607,9237,11827,-1
39608,4325,8400,1
39609,3657,8633,-1
39610,7682,4309,1
39611,2321,10677,1
39612,6200,10716,1
39613,7278,5766,1
39614,8644,6343,1
39615,869,6219,1
39616,11708,193,0
39617,193,4425,0
39618,4106,1750,0
39619,7092,10110,-1
39620,3209,11660,1
39621,8889,9091,1
39622,7680,10402,1
39623,2223,11621,-1
39624,5253,10473,-1
39625,1213,10460,-1
39626,8355,6819,1
39627,108,5069,-1
39628,5517,4329,1
39629,7953,1017,1
39630,11365,1845,1
39631,9961,4473,-1
39632,9413,3442,-1
39633,1463,11911,1
39634,10392,7280,0
39635,3672,8029,1
39636,10265,7375,1
39637,2532,1267,-1
39638,2219,6858,1
39639,5097,2219,-1
39640,10192,11994,0
39641,11403,439,1
39642,3672,9293,0
39643,1703,9293,1
39644,1004,8045,-1
39645,6603,6907,1
39646,2532,859,1
39647,11304,11536,1
39648,8536,4189,1
39649,11147,10038,1
39650,2334,5925,0
39651,2134,2435,1
39652,2134,2826,1
39653,1576,4265,-1
39654,9313,8045,-1
39655,7084,2111,1
39656,1703,11497,1
39657,12070,6279,1
39658,10217,3959,0
39659,4487,11885,1
39660,3180,6986,0
39661,1713,8400,1
39662,8536,2857,1
39663,11660,4961,1
39664,10460,5423,1
39665,2982,9810,1
39666,4006,4109,-1
39667,5602,4197,0
39668,1446,10844,0
39669,4571,5964,1
39670,6214,3973,1
39671,9538,5964,0
39672,2720,3973,1
39673,8061,3796,-1
39674,5992,4557,1
39675,1121,8534,-1
39676,11686,1276,1
39677,5675,10203,1
39678,114,8043,1
39679,11939,4682,1
39680,109,2958,1
39681,2532,9268,-1
39682,11821,5353,0
39683,10754,5353,-1
39684,1810,1650,1
39685,9002,1631,0
39686,10121,5289,1
39687,3925,240,1
39688,6843,818,1
39689,8190,2601,-1
39690,2617,818,1
39691,11660,8434,0
39692,4903,8559,0
39693,9416,10819,-1
39694,3209,4784,-1
39695,3077,5809,-1
39696,818,109,-1
39697,8343,9469,-1
39698,710,10788,-1
39699,11889,9728,1
39700,8636,9210,1
39701,7233,10816,-1
39702,2230,6449,1
39703,11935,11285,-1
39704,2784,8343,-1
39705,869,6677,-1
39706,5957,3877,-1
39707,7025,240,1
39708,3412,1713,1
39709,11670,796,-1
39710,7239,11285,0
39711,1503,3877,-1
39712,6007,1486,-1
39713,6234,86,0
39714,2966,10232,-1
39715,1357,5353,-1
39716,6687,1357,-1
39717,4900,891,1
39718,8262,12070,-1
39719,8516,6279,1
39720,11574,11299,1
39721,11629,5875,1
39722,1861,5875,-1
39723,10872,5875,-1
39724,4869,5875,-1
39725,8344,9283,-1
39726,4066,6195,-1
39727,4376,9760,1
39728,6531,6440,1
39729,6331,8117,-1
39730,2720,3959,1
39731,4887,1214,1
39732,1276,8765,1
39733,909,3007,1
39734,7622,10603,-1
39735,4509,5564,1
39736,6394,4188,-1
39737,2135,1601,1
39738,5223,8056,-1
39739,10862,7623,-1
39740,7338,2969,-1
39741,2134,6611,1
39742,346,2115,-1
39743,1415,4072,1
39744,1794,11678,1
39745,11670,10677,-1
39746,11403,4084,-1
39747,3339,4360,-1
39748,1036,1221,-1
39749,11054,10232,-1
39750,11744,1363,-1
39751,7370,7645,-1
39752,122,2931,-1
39753,10200,11877,-1
39754,9455,10259,1
39755,5342,956,-1
39756,4189,5342,-1
39757,989,9846,-1
39758,7234,3292,1
39759,8089,2199,1
39760,8537,2624,1
39761,869,6217,1
39762,6270,7418,1
39763,7861,9107,0
39764,2987,1971,-1
39765,3163,4210,-1
39766,2916,112,0
39767,11456,4527,1
39768,772,2774,-1
39769,9002,9846,1
39770,6113,11518,-1
39771,1276,2833,1
39772,10453,4265,1
39773,10152,1959,1
39774,5097,519,-1
39775,3058,3230,-1
39776,9148,9293,1
39777,11288,8567,1
39778,11797,10077,1
39779,988,5748,0
39780,10232,5552,1
