Character_1,Character_2,Win_Probability
3,3366,1
7826,7339,1
4104,4524,1
7187,9061,1
6086,1773,1
11064,8514,1
5356,3128,-1
9734,3430,1
168,2963,0
10697,9228,-1
4653,6850,1
9895,6638,-1
9125,10067,0
7495,5683,1
5383,3476,0
9457,9116,1
11322,9238,0
2446,221,-1
2905,2611,-1
5147,858,-1
511,6115,1
11322,11873,1
3277,8577,1
8111,4264,-1
7530,10300,-1
103,11910,-1
4186,11322,-1
6718,9238,1
2900,7633,1
10334,1219,1
9747,5523,1
11458,9123,0
8222,2551,-1
2062,8446,-1
10987,6298,1
7602,9125,1
8222,10046,-1
8222,10219,-1
177,168,-1
2101,2004,-1
9598,5298,1
7922,1296,1
9390,636,0
11322,134,1
329,3541,-1
4702,1620,0
5523,6081,1
10002,5543,1
8796,6499,1
3154,5523,-1
9396,6850,1
9076,11322,-1
612,4629,-1
8086,8086,1
5356,7266,1
9312,11873,1
8104,9659,1
11458,1305,1
1547,2553,1
1470,5298,1
8344,5415,1
11851,5398,0
5523,10321,0
2391,7266,0
7838,2546,-1
10330,10233,-1
11910,1604,-1
9747,8894,-1
10911,8604,1
3722,3816,-1
10607,740,-1
5195,5152,-1
1745,5383,1
3,9315,-1
4222,4264,1
6201,9471,-1
8205,9381,0
1536,6722,-1
6292,10854,-1
5383,8809,-1
315,6759,-1
3002,11098,0
2733,11118,1
9795,9965,1
1818,5172,1
6991,11502,1
3927,357,-1
8675,3159,0
12060,11030,-1
2867,9651,-1
7567,9651,-1
9651,170,1
3402,1066,-1
7050,6957,1
8831,9586,1
10479,558,-1
5725,5489,-1
1737,3402,0
9895,7266,-1
10268,10849,-1
2867,7602,1
5383,9381,-1
8378,11479,1
11213,7266,0
11880,11423,-1
3277,7266,1
5909,6201,-1
6634,1085,-1
9139,5236,1
3927,1123,1
10046,7847,-1
4702,7847,-1
9279,2184,1
1950,11368,-1
6863,11368,-1
558,11368,1
5328,11423,-1
558,7847,1
11880,136,1
3779,11368,-1
1009,9381,-1
3006,9494,1
7495,9494,-1
8585,9494,-1
7302,2867,1
9966,1434,-1
9494,2867,-1
8107,10413,-1
9061,8795,0
7530,11703,-1
1396,11213,-1
3927,8111,-1
2867,11368,1
4496,802,1
6112,740,-1
10341,11479,1
1716,7847,1
6218,5152,-1
6863,9378,-1
1434,3277,-1
9279,10687,1
6887,4238,-1
8104,6887,1
10607,11213,-1
6089,1991,-1
10166,1009,1
6863,8111,1
3861,2751,-1
8514,1478,1
11340,2751,1
7567,7567,1
4496,129,1
11030,5523,-1
5523,5523,-1
3623,9861,1
7847,6361,1
6443,4169,1
3175,8514,-1
3175,4896,1
4663,2038,-1
7602,8722,1
3006,6351,1
6889,10248,1
6543,3159,-1
4264,10341,1
2553,1079,1
1009,1179,-1
82,1305,1
3340,11856,1
1658,1386,1
9158,10380,0
3669,5523,-1
7100,9107,1
2900,7821,-1
3212,9541,1
9895,4535,-1
6670,11368,-1
3250,7567,-1
5589,1305,-1
2373,11417,1
7890,1305,1
131,9939,1
5626,3303,1
2984,1142,-1
7308,5119,1
4103,7875,1
4986,2546,1
5523,4615,-1
10671,9626,0
1233,6115,0
5068,10046,-1
1949,11910,-1
11910,11943,-1
7247,2855,-1
10330,1305,1
4702,10849,1
802,7752,-1
7034,8450,1
9755,11179,0
6361,5925,-1
5431,5504,-1
6742,1305,-1
8672,7034,0
11880,3449,-1
7862,10219,-1
2172,82,-1
1396,12,-1
8756,2546,1
1386,149,0
475,12,1
6077,3277,-1
3816,3816,1
9598,3816,1
7144,11856,-1
4703,3932,-1
10645,2611,-1
1452,8450,0
6008,4461,-1
7965,8518,-1
558,1386,1
3277,5254,1
1586,3252,-1
11394,4395,-1
6206,177,-1
11877,5682,-1
3319,3128,1
2077,177,-1
12060,177,1
3138,9096,0
1853,8681,1
7992,1853,-1
1521,177,0
9709,3759,1
7922,475,1
7658,8666,-1
177,5589,-1
3881,2963,-1
8086,3006,-1
10998,5279,-1
10849,1762,1
131,9,1
4912,6887,1
7370,6079,1
7456,5858,1
8793,7765,1
11655,1398,-1
4186,3758,-1
1017,636,-1
2446,6296,-1
9895,475,1
529,4373,0
10649,1305,-1
3870,149,1
381,4786,0
567,8322,1
9842,8322,1
11141,1305,0
1202,11880,1
9846,5535,-1
7456,11880,1
10498,2845,-1
9376,4008,1
4005,1478,-1
2172,8793,-1
2446,2195,-1
3816,3913,-1
7163,7358,1
6236,8874,-1
9842,168,-1
11632,8111,1
3914,129,1
9752,10849,0
5962,2345,-1
6129,7965,1
10064,9031,1
11179,7301,1
3191,4535,1
1775,4378,-1
5105,1916,1
9918,3277,-1
6077,9471,0
1716,711,-1
8162,11484,-1
1817,4232,-1
4535,4666,1
3,4786,-1
7810,3430,-1
2810,3758,-1
660,8080,1
558,10726,0
12060,558,-1
4687,9378,-1
558,1751,-1
8107,558,-1
558,11910,0
1305,10998,1
6681,1711,-1
7961,5909,-1
11877,3913,1
5709,3913,1
298,10526,-1
3706,3635,-1
5123,5236,-1
3250,11030,-1
7923,802,1
4791,11213,-1
3277,6324,-1
366,9687,-1
5573,9704,-1
7750,2004,1
11460,11183,-1
3362,4378,1
11231,5162,1
3954,1079,1
558,4048,-1
6465,10046,-1
9452,3816,-1
6742,695,-1
5298,930,0
5463,4189,0
7342,9289,1
4535,4535,-1
5852,1916,1
2195,4186,1
3954,748,1
6334,7098,1
4083,10688,-1
10498,7842,-1
8086,7100,0
11106,3758,1
9869,7144,-1
4575,8983,1
1382,2551,1
4900,1382,-1
2346,3154,-1
3914,955,1
11458,4104,1
2677,8188,1
11359,2551,1
1817,1916,1
3362,4535,0
4378,4535,1
7658,4535,-1
7178,4535,-1
1396,4535,-1
118,446,1
1851,9107,1
2908,9107,-1
10219,7821,-1
521,5978,-1
2788,4702,1
1800,6980,1
5589,168,0
11484,2446,-1
4402,7765,-1
11802,10671,1
7567,1648,0
11862,6115,1
5463,5870,-1
4133,7765,1
131,4410,-1
11390,5523,1
10046,6790,1
6073,8104,-1
1821,5105,1
10268,4713,1
11030,3816,-1
6634,8323,1
2077,1145,-1
3879,4535,-1
558,3250,1
11880,7956,0
5396,1291,0
6754,9795,1
2065,5139,1
8833,9396,-1
2845,3212,-1
7713,9471,0
10044,9118,1
4103,5516,-1
11910,9845,-1
11302,11183,-1
1697,1697,1
6774,226,-1
930,5516,1
10268,8801,-1
9704,9704,0
4535,773,-1
4687,2364,1
324,1736,-1
6298,3175,-1
1949,226,-1
10546,631,1
1386,10497,1
2677,82,-1
82,2677,1
4763,371,-1
11726,6545,1
3378,9686,1
5162,8585,1
10046,768,1
6298,5852,1
3212,10127,-1
5382,5382,1
9452,4653,-1
8188,11183,-1
2172,9541,1
1009,12060,0
2044,226,1
8124,11411,1
5725,9096,-1
8651,4786,1
2385,4702,-1
9446,11910,0
10219,10219,0
11910,11910,-1
2184,10943,-1
7567,11910,0
1009,8974,1
11096,4856,1
1941,10020,-1
5451,6887,1
4921,7884,-1
7884,9061,-1
9806,1386,-1
9216,4083,-1
1784,10046,-1
5946,7606,0
2329,11900,-1
3981,6296,-1
7388,3797,-1
1112,7266,-1
9490,9830,-1
1079,1079,-1
7874,4186,1
3378,10166,1
119,3526,-1
1991,11030,1
11088,5534,-1
2733,12042,1
9828,7606,-1
11706,10021,1
8001,7317,-1
5945,2364,1
11096,7567,-1
7440,5977,1
2431,3526,1
6077,3526,-1
8442,10726,1
3277,3526,1
1305,10015,1
11179,2855,1
9554,4083,-1
2458,3665,0
7456,3159,-1
3006,4687,1
3072,10726,1
5500,11213,-1
7266,11213,1
6742,11213,-1
9704,1991,-1
11484,1991,1
6117,11423,-1
2184,2184,1
6561,11213,-1
9704,9315,-1
558,7956,1
343,5516,-1
11943,5523,-1
4222,10147,-1
10760,2794,0
4609,11395,-1
2184,8801,1
8107,4663,-1
11368,6799,1
3870,6799,1
5799,8722,-1
1695,10248,1
828,10687,-1
6699,3337,1
6675,740,-1
7946,10956,-1
10971,11183,0
1179,2947,1
1751,7713,1
1818,11302,1
9380,747,-1
11825,4485,1
8442,9966,-1
3273,8961,-1
6777,5573,1
11066,1478,0
8672,3861,1
9017,222,1
11825,558,-1
1077,1751,0
168,5589,-1
558,10046,-1
10058,1324,0
10321,11552,1
4103,1916,-1
794,2611,-1
1305,1359,1
11910,4964,-1
9653,11910,-1
858,1305,1
1991,5356,-1
11802,7633,1
1528,10015,-1
5725,5523,1
3816,43,1
9752,3246,1
9494,8378,-1
4200,8201,-1
3362,11910,-1
2586,9734,-1
7487,1385,1
794,6996,-1
1604,521,1
9118,2077,1
4496,8281,-1
3717,5523,-1
1521,11478,0
1017,7405,-1
274,6742,-1
9118,8793,-1
10993,4446,1
11910,11484,1
9253,10002,1
11154,4849,-1
5725,1359,1
3451,3138,-1
268,4213,1
9452,7927,-1
6201,8124,0
9494,10046,-1
6543,3212,1
1386,4713,1
10268,9895,-1
8765,7495,1
569,8984,1
6218,7558,1
4944,5984,-1
11241,4373,1
5298,8807,-1
5954,7713,-1
11359,6774,1
6201,8206,-1
3557,8948,-1
6779,1916,-1
11004,9289,1
1658,4653,-1
6866,2195,-1
6296,10330,1
6718,9033,-1
11543,5923,1
9118,8948,1
711,9260,-1
6545,7670,-1
177,9442,0
6681,735,1
11910,11368,-1
5415,8807,-1
1694,3056,1
7513,5984,1
8796,2489,-1
9598,5682,-1
11910,10027,-1
3369,10324,1
7178,5709,1
9892,7530,1
10046,9289,1
371,10886,-1
8205,12070,0
10285,7100,1
5909,11106,-1
2184,3072,-1
1314,6939,-1
11910,6863,-1
11928,7100,1
2553,11097,1
1775,9289,1
4496,11910,0
5075,2475,1
11257,851,1
366,10312,1
11101,9180,1
11880,10380,1
6097,7491,-1
1521,8107,1
9158,4565,0
4098,8204,0
4402,3523,1
1386,742,-1
11862,9285,1
8177,3277,-1
5236,1305,1
10546,7923,1
131,6296,-1
6548,103,1
168,3340,1
5125,7838,-1
4964,6722,-1
11097,2586,-1
1751,2900,1
1604,4750,1
11030,9862,1
6614,2888,1
2015,9825,1
1658,6980,-1
6410,222,-1
223,8793,0
343,5356,-1
9017,10456,1
2900,7897,1
7108,7743,-1
5909,612,-1
9734,7100,-1
9966,3409,1
2184,2947,-1
558,6863,-1
11943,11943,1
558,7293,1
6201,3699,1
1025,858,-1
11910,2586,1
9383,5589,1
11802,9747,1
915,7935,-1
4650,7266,1
9687,8204,1
3177,8709,-1
5878,2564,1
9389,11900,1
6990,7666,0
1678,3277,1
11943,2446,-1
5957,3277,1
3277,2244,-1
4609,4657,-1
3277,3991,1
2378,2004,0
4921,119,-1
564,2244,-1
168,3374,1
1112,558,-1
3383,8365,-1
3090,12060,0
903,9308,-1
11910,735,1
6117,8574,1
9598,8124,1
1305,2855,-1
1314,3764,-1
4535,695,0
3246,8796,1
4046,1821,1
597,9831,1
3090,9279,-1
475,9862,1
329,2611,0
5636,4462,1
2961,1434,-1
9279,2551,1
1853,6638,1
11552,1648,1
8672,1648,0
11726,5503,1
6866,8124,1
43,8796,-1
7632,735,1
1219,11928,-1
6733,3699,1
525,4103,-1
11241,6612,0
136,3779,-1
9705,7167,1
6218,11310,1
1949,1248,1
11030,5725,1
9709,3551,1
5383,6923,-1
6718,2006,1
1112,1648,1
329,3277,-1
119,7765,-1
3629,2345,-1
2062,7838,1
9941,7266,-1
7400,5172,1
6939,5977,0
11430,2232,1
450,7474,1
2955,1017,1
597,1184,0
7184,7294,1
6722,2947,1
9118,11030,-1
8947,1314,1
9308,10046,-1
2551,1648,1
3568,5382,1
8310,5382,1
11162,5382,-1
563,1648,0
8310,128,1
7935,1184,-1
12060,7050,1
6296,3629,1
8124,4103,-1
5909,10671,1
12010,3277,1
9386,11880,1
10658,5978,-1
4535,522,-1
2734,10341,-1
103,10341,-1
10046,10341,1
3986,1079,1
5535,10849,-1
3986,2169,1
11106,8371,1
6296,3513,1
11943,11630,1
475,7965,1
9,8023,1
3954,6923,1
5068,10380,0
9752,1434,-1
1702,6166,-1
329,7838,1
7567,222,-1
10987,6496,1
8796,7720,1
5105,3758,-1
131,11411,-1
612,5298,1
10033,11679,0
630,10919,-1
6991,3759,1
1521,3669,-1
2364,5383,-1
1513,3816,1
8861,2900,-1
4186,6902,-1
2155,3387,-1
567,8681,-1
10023,5984,1
131,2260,1
3424,1184,-1
6561,7650,-1
5298,2955,0
11943,2256,1
9017,3870,0
131,3088,0
11655,8856,1
10064,10305,1
6991,9285,1
414,4206,-1
2770,10062,1
4006,42,1
5485,516,1
11560,816,1
7456,5139,-1
3618,8104,0
2530,2900,-1
9831,3699,-1
11825,226,-1
10268,11910,-1
742,9139,1
5589,4103,1
11337,1169,1
9494,7842,1
3557,5092,0
1396,11004,1
858,9238,1
9380,9353,1
11943,7351,1
10919,3,1
10671,4565,-1
450,6089,1
4299,8208,-1
2077,6311,1
4142,9862,0
5952,8365,-1
1382,3506,1
10614,10302,-1
10883,11286,1
11160,12044,1
8892,5960,0
1520,1697,1
6775,6775,-1
4750,2258,-1
422,2057,1
1678,1478,1
11910,6863,-1
2961,2006,-1
1126,1305,0
8094,3917,-1
11560,9972,1
11880,10046,1
1219,10228,-1
4791,10046,0
7370,9653,1
8564,1382,-1
8861,9862,-1
9965,5411,1
7086,2369,1
735,5278,-1
7961,8681,-1
3630,10228,-1
4104,1846,-1
2155,4232,0
2611,10671,1
2844,5589,0
4713,9877,1
5523,4653,-1
2905,7713,-1
6089,1678,-1
8584,9389,-1
11706,4081,0
7950,4750,1
1716,2483,0
905,11066,1
9795,11977,-1
2678,8086,1
7821,521,-1
1219,8201,-1
6047,5709,-1
3409,5709,-1
3383,1762,1
7874,706,1
7440,9862,0
8365,8793,1
10058,636,-1
2358,10886,-1
6296,2446,1
4213,4142,1
8205,5481,1
9971,3870,0
1305,8985,-1
11943,222,0
10044,3444,-1
9548,3175,1
9139,11910,-1
11368,6386,-1
8861,2195,-1
3387,2244,-1
11726,3088,1
8366,7144,1
10911,612,-1
2388,9355,1
1281,10239,1
10309,4941,1
3191,9238,1
1991,9598,-1
9734,7495,-1
8268,4791,1
11862,2788,1
9752,168,1
2446,7965,1
11877,9285,-1
569,4653,-1
10340,1409,1
5147,3557,-1
10023,4186,1
5523,8681,-1
11910,5383,1
6298,6334,1
310,8807,0
1291,1916,0
3362,6543,-1
168,5954,-1
2446,5589,-1
11679,1678,-1
1305,11552,1
4702,11910,1
1728,1172,-1
8793,9096,1
268,8124,1
7178,6543,0
7922,3781,1
9971,8378,0
7309,5485,1
10064,152,-1
9457,7137,-1
9383,8344,1
8205,9113,1
6140,1846,-1
8714,10015,1
1793,8201,-1
7281,4214,-1
1949,12070,0
6077,1916,0
1219,1846,1
1281,5491,-1
1728,177,1
3383,9666,1
1949,222,1
7178,2617,1
6548,9530,-1
10268,6410,1
2364,7946,-1
3340,9666,1
3881,226,1
8101,9,-1
8310,3759,-1
1973,10456,1
11943,5123,1
1009,11910,-1
8755,10023,1
904,6902,1
2586,742,1
6881,1184,-1
11484,1846,1
5356,11877,1
65,4008,1
4373,11066,1
7961,10671,-1
7713,8807,-1
6881,5101,-1
9598,6638,-1
2530,5092,0
8268,2358,-1
6443,6775,-1
9216,7466,-1
1361,10680,1
9364,7266,1
1916,6638,0
11825,3072,-1
1112,3154,-1
11030,2345,-1
3088,3273,1
7167,1621,-1
9540,1501,1
11277,11899,-1
2688,7558,-1
11257,2329,1
8455,905,0
5125,5589,-1
6020,3816,1
7513,3175,1
9017,3273,1
1817,377,1
1528,569,1
3629,9893,1
8856,8816,1
5997,11877,1
8177,11066,1
9118,119,-1
152,119,0
6681,7156,1
7156,11004,-1
1949,1793,-1
5463,10302,-1
6866,226,1
2446,4565,-1
4535,4073,1
1305,6366,0
9452,1017,1
8442,3147,1
1113,3506,-1
3667,643,-1
8833,5741,-1
2446,4258,1
10058,10987,-1
7302,6903,1
1513,5605,-1
3444,3066,0
3095,1478,1
4562,930,1
7502,7750,1
177,1678,-1
11106,9285,1
7287,5523,1
3319,1478,-1
2062,119,1
5909,11689,1
2678,3246,-1
5415,10340,-1
8860,11460,0
664,9862,1
5909,5589,1
10035,11877,1
6881,8124,1
10930,1621,1
11706,6990,-1
1473,4050,0
12016,7137,1
8268,11825,1
2961,4565,-1
3072,9626,1
11880,2568,1
1634,7842,1
5852,8365,0
6733,660,1
1521,6723,-1
9118,9704,1
4958,1478,0
2378,4373,1
4098,5636,-1
9598,1916,0
4395,9285,1
4104,5523,1
8147,8378,1
11825,6543,1
521,11825,-1
6035,6415,1
9962,7651,1
10998,2077,-1
8344,2260,-1
7266,8107,1
7884,636,0
9494,7743,1
2331,3451,1
858,2961,1
2303,6794,1
11801,452,1
652,3846,1
11552,3881,0
8845,168,1
5383,4750,1
6775,6794,1
8080,1833,0
5794,5589,-1
6164,6775,-1
11689,8793,-1
7720,11880,-1
9971,2826,1
2062,1478,1
981,10305,-1
742,381,-1
11359,858,-1
11482,6774,-1
11910,9,-1
10671,769,1
4791,9216,1
558,7842,0
7046,12070,1
1658,8281,0
7266,8816,-1
10919,7495,0
9971,9446,-1
9795,6543,-1
1025,1728,1
10064,5682,0
3362,11484,-1
7247,558,0
5636,3955,1
5298,1916,1
10987,706,1
2893,4373,-1
3383,9457,1
7178,8793,-1
3629,3138,1
9752,11910,1
1528,6201,0
511,6296,0
10127,1017,0
6190,6296,-1
3090,11484,-1
1305,6543,-1
7658,8604,0
10629,1063,1
3588,1063,-1
9135,8673,1
7721,4691,-1
955,6296,-1
1305,7762,1
664,11368,1
5909,11426,1
8268,858,1
11446,11032,1
4958,660,1
4900,4164,-1
6718,11802,1
8937,9312,-1
63,8796,1
11910,7842,1
4519,2496,0
7137,2256,1
6742,3147,-1
4186,1345,1
10023,1513,1
2331,6543,-1
5147,7670,0
6201,860,1
8755,9033,1
6718,9285,1
10998,11982,0
9309,10028,0
4964,5162,1
3219,6543,-1
4944,3632,1
7940,8124,1
6794,1113,0
2303,1697,-1
11694,9389,1
3088,4182,-1
3637,3722,1
2346,8584,1
6218,299,1
6739,6164,1
1025,4375,1
4691,6164,-1
7700,6164,-1
8344,8807,-1
4378,6638,-1
10760,8365,-1
6712,1916,0
10987,8514,1
1396,7821,1
4299,7884,1
2810,8793,-1
4042,11004,-1
2364,7370,-1
2062,5729,1
558,9378,1
4921,1385,-1
4921,8807,-1
7281,7495,1
10479,1846,-1
6902,11064,0
10671,6543,0
7294,3444,-1
2844,7700,1
11910,1846,-1
8378,1846,-1
9598,5977,1
7137,6722,-1
6742,4012,-1
652,5139,-1
2867,5139,0
11179,8807,-1
5682,119,0
2378,1478,1
7178,3191,-1
3816,8816,-1
134,3147,-1
10697,5682,-1
152,1916,1
4161,1678,-1
8124,6519,-1
5962,905,0
7293,10035,1
7922,3551,-1
2369,3036,1
9433,1328,-1
10697,8514,-1
1396,5589,1
1745,5162,-1
11257,2369,-1
9775,2018,1
5523,10816,-1
6991,9314,1
10930,2369,-1
5654,10293,-1
4046,11064,-1
9228,5439,1
597,6706,1
7567,464,-1
2922,9609,-1
9705,11563,1
177,475,0
10930,7424,-1
11910,11484,1
1112,6796,-1
6218,6990,1
4952,9828,1
11458,1071,1
4944,3171,-1
1386,558,1
7167,7606,1
10930,11396,-1
1305,5614,-1
6866,987,1
5075,8584,1
9687,1621,0
4483,5107,-1
6386,11982,-1
742,226,-1
6777,10285,1
1112,3246,1
496,7842,-1
858,2077,-1
4264,11880,-1
10044,4258,1
7632,5523,-1
9826,10816,-1
152,5247,1
3444,9285,1
3072,5954,-1
9795,222,1
2557,6902,1
4186,9584,1
6866,955,1
11396,7558,1
9705,1473,1
5075,1621,0
6990,2329,1
7167,8584,1
11609,3277,1
222,1853,-1
12010,922,1
784,3922,1
7046,7842,1
2845,8809,1
9598,3046,-1
1493,11426,-1
6742,4545,-1
4791,4696,-1
3262,3319,1
7292,464,-1
1973,1949,1
11726,7293,0
11910,3246,-1
8948,4565,1
3107,8365,1
858,8124,1
5207,103,0
10839,11066,-1
3145,4008,1
11875,11030,-1
8937,1678,-1
4012,5523,-1
2955,1860,1
5463,4227,-1
4867,7424,-1
4824,2329,1
9210,981,1
1305,4103,-1
567,9584,0
6866,8796,1
63,6543,-1
5785,7606,-1
3107,4958,-1
10285,1737,1
9734,496,-1
6756,7182,-1
10064,3551,-1
103,3368,-1
1536,43,-1
4046,3066,-1
2819,329,-1
9850,10839,-1
9598,5852,-1
11943,1179,-1
4103,6585,0
922,8783,1
9709,8514,1
5255,9364,-1
4213,6519,1
11877,2077,1
3319,11426,1
7720,6775,1
5997,3066,0
11910,534,1
9842,3846,1
2431,10839,1
7158,3319,0
1305,9116,1
2184,10765,1
8545,612,1
9850,3319,-1
2276,7813,-1
7099,9353,1
7440,343,1
9210,2446,-1
10340,6361,1
11337,4702,1
10760,5614,-1
8875,3277,-1
7503,4189,-1
9536,3451,-1
3379,8394,-1
4702,7387,1
9364,8124,1
11910,11484,-1
7842,5162,1
10760,11030,-1
10760,11458,1
7586,6706,-1
6991,10330,0
6167,676,-1
7273,11554,1
7950,945,1
1711,7842,1
4227,6543,1
4222,7370,-1
11655,11460,1
103,558,-1
11096,10323,-1
9118,4186,-1
6754,1762,1
9918,6902,-1
9092,2378,-1
329,11875,-1
8564,5799,1
2041,2041,1
2922,5765,-1
131,567,-1
5877,12059,-1
2346,7424,1
7378,3036,1
7108,3722,-1
8645,1201,1
9918,11064,-1
2446,3319,0
4780,4615,1
11726,2712,0
4082,1789,1
6117,521,1
3212,5255,1
3362,3846,-1
7182,4594,1
61,7290,-1
9705,2478,-1
1818,6496,-1
1305,168,1
343,8366,1
11302,8514,-1
7513,8514,1
6681,4496,1
1126,10649,-1
1564,7440,-1
10760,6496,-1
6722,8124,-1
7046,11478,1
9830,7370,1
1973,7440,-1
6140,10497,1
5952,10067,-1
3212,3340,1
9118,9767,-1
9598,11302,1
6739,521,1
5247,2446,1
9709,3513,-1
9118,10033,1
10044,9390,-1
2839,4012,1
7586,9238,-1
11862,11426,0
1112,2446,-1
3072,3414,-1
11726,8845,0
268,1991,-1
1305,3816,-1
2839,11609,-1
7826,10321,1
1305,6077,-1
10334,4200,-1
5382,1775,1
6201,5709,1
10321,10067,1
10760,2077,-1
1396,1793,1
8796,5247,-1
4944,4763,-1
6445,930,-1
567,7400,-1
511,11862,-1
6774,6089,-1
693,2014,1
8845,7948,1
1528,45,1
521,7923,1
1658,9,-1
8399,5731,1
10998,10816,-1
5589,2446,1
742,6675,-1
6866,521,1
5523,7071,-1
9747,4227,-1
11478,1833,-1
8268,7874,-1
5909,2188,1
858,11502,-1
2955,5247,1
1128,4213,-1
11482,1219,1
8268,10816,-1
10760,10064,-1
11726,7440,-1
1452,5709,-1
6410,9383,-1
329,10033,-1
7884,11106,-1
10911,7874,-1
11484,475,-1
4609,612,1
3171,7071,-1
3557,539,1
131,7874,-1
5725,8055,-1
9457,8672,-1
11179,4299,-1
6117,9320,1
1973,1793,-1
9941,1498,-1
8875,475,-1
11302,1536,-1
9767,7874,-1
5523,558,1
10911,2077,1
858,7965,1
1973,1219,-1
6117,10760,-1
1112,2446,-1
4702,2961,-1
7513,6902,1
3262,904,-1
2331,3717,1
5909,9033,-1
9795,4496,-1
2331,6164,-1
7567,7281,1
2867,7923,1
3954,11910,-1
8310,4575,1
168,4545,-1
4299,4186,1
5298,5172,-1
7158,7922,0
2873,9875,-1
7247,11976,1
10911,4535,1
6733,8108,-1
7247,177,1
7266,1821,-1
5463,7178,0
10671,6996,1
5382,103,1
7821,4428,1
1386,7456,1
1386,2483,1
4264,4496,1
1112,11875,-1
8833,3212,1
10870,7061,1
9850,4161,1
5298,6718,-1
6733,2839,1
5382,3,1
6733,7651,-1
1991,3629,-1
4046,1233,1
11359,981,0
4344,2888,-1
6739,3717,-1
6996,6460,-1
10268,177,-1
2184,9113,1
6361,922,1
3717,6164,1
5909,3667,-1
8310,168,1
2905,1077,1
3632,1658,1
3632,5356,-1
6008,10232,-1
6718,8206,1
8310,7948,-1
7922,4609,-1
3362,9971,1
10668,4655,-1
4655,5451,0
4347,10182,-1
1305,5589,-1
2905,329,-1
3303,9166,-1
329,3046,0
4620,10565,-1
5909,11390,0
5962,8514,-1
529,1677,1
8755,8108,-1
529,5605,-1
5909,6361,-1
5909,11030,-1
1818,6077,0
7287,6718,-1
10044,9446,1
1789,10632,1
6733,7750,-1
8141,9061,0
3451,2385,-1
5909,2788,1
6460,4012,1
8177,922,1
2790,10480,-1
4299,6361,-1
5909,6296,-1
915,6164,-1
2378,10033,-1
3650,475,-1
9101,4849,-1
3072,11302,1
8948,2557,-1
1991,343,-1
9598,8514,-1
11368,6742,-1
1991,6077,-1
10023,6361,-1
1396,742,1
1396,7847,1
11368,1457,-1
9494,5383,1
4632,2272,-1
3164,934,1
7099,9895,1
2062,1677,1
1079,7495,0
2172,7512,-1
10400,10309,1
168,5589,-1
7567,1833,-1
6742,2702,0
10334,11524,-1
7651,5852,-1
1357,7197,-1
6739,7805,-1
9118,5356,-1
5356,5709,1
11196,11390,1
4374,2458,-1
3618,4083,-1
643,9862,1
1219,7512,-1
3212,3557,-1
3090,7190,1
4603,993,1
6739,6775,1
1658,8833,1
7587,1513,-1
7513,1678,0
11910,5523,-1
6887,9659,-1
8344,3106,1
9747,2371,1
4083,10166,-1
7294,3066,-1
2346,5978,-1
3839,11097,1
1305,3106,1
1305,3277,-1
2331,1833,-1
7700,3669,-1
7842,558,-1
177,7512,1
1009,7495,1
3072,1169,1
10268,525,-1
1271,7232,1
10885,9957,-1
4921,5374,0
5068,1716,-1
3954,11267,1
8845,5870,1
1521,7512,0
7400,10035,1
3526,4948,1
4133,7339,0
5870,2781,-1
3927,10420,-1
8651,12,1
9747,10687,1
11179,1840,-1
8974,10228,1
1396,6881,1
597,4186,0
9869,5978,-1
8948,11064,1
4921,6296,0
1093,5356,-1
2077,1305,1
7567,4687,-1
2363,793,-1
1439,9092,1
9704,4496,0
177,10849,1
8086,1281,-1
2781,7175,-1
5197,5949,1
11231,7210,1
6190,858,-1
4944,904,-1
7378,4952,1
329,4299,-1
3584,5356,1
11875,6445,-1
3277,11606,1
1261,2712,1
6754,5101,1
4373,119,1
6311,7342,-1
1711,7743,1
7563,941,-1
8545,5729,0
10458,119,1
4073,8793,-1
6020,8023,1
3066,4008,1
7100,7495,-1
6361,4986,1
5356,6496,1
3629,7847,1
2446,3758,-1
11910,5623,-1
610,5682,-1
4299,612,1
11726,1184,-1
7487,4186,1
6809,7266,1
2839,4921,-1
11179,5729,-1
643,5516,-1
7796,5105,1
2905,1677,-1
2446,5523,1
1291,9096,-1
8104,6863,-1
4535,1840,-1
794,5852,-1
7765,5523,1
11359,3526,-1
9918,6373,-1
7826,6373,-1
4264,9830,1
6775,11987,1
5909,1991,1
6777,7602,1
1634,7243,1
1009,9017,-1
2331,2458,1
6887,7643,1
11910,6117,-1
6117,9017,1
8107,11524,0
1716,1695,-1
6117,4702,-1
7266,11813,-1
6117,3340,-1
5395,36,1
11183,9292,-1
6681,8101,-1
11943,7370,-1
11096,10982,1
6775,1025,1
9457,6739,1
6777,11368,1
6670,9830,1
1521,10334,1
6164,2586,1
9320,11943,-1
6069,9521,-1
5451,7971,1
1949,1460,-1
2041,1695,-1
7247,4650,1
567,9383,1
7602,1219,-1
11910,1973,1
7212,2844,-1
131,7418,-1
11359,7826,-1
9747,3383,0
7821,103,1
5414,8352,1
9457,11943,-1
9747,9380,0
10498,7120,1
268,7099,-1
7805,4798,1
9795,9144,1
6699,5284,1
7287,7440,1
5523,1991,-1
153,5727,0
9747,525,1
1658,8188,-1
10697,11657,-1
268,10671,1
4299,8514,1
2855,5450,1
219,6844,1
5239,5237,1
1219,8270,0
7774,8192,-1
8564,8192,1
4380,6158,1
6670,2328,1
1930,11877,-1
